Date,fx rate,Uganda_imports,Tanzania_imports,Zambia_imports,Egypt_imports,S.Africa_imports,Zimbabwe_imports,Other_Africa_imports,UK_imports,USA_imports,Germany_imports,Italy_imports,UAE_imports,S.Arabia_imports,France_imports,India_imports,Japan_imports,Other_World_imports,UK_exports,Germany_exports,USA_exports,Netherlands_exports,Pakistan_exports,France_exports,Belgium_exports,Other_World_exports,Uganda_exports,Tanzania_exports,Zambia_exports,Egypt_exports,Rwanda_exports,Zimbabwe_exports,Ethiopia_exports,Somalia_exports,S.Africa_exports,DRC_exports,Other_Africa_exports
1999-11-01,74.79,3,44,16,98,1277,30,128,2866,693,835,435,2851,1277,934,837,1522,8423,1556,209,178,496,969,215,80,2663,1801,1134,8,560,247,41,91,97,47,181,514
1999-10-01,75.57,3,33,6,102,939,51,107,1628,719,492,309,1602,939,569,673,1444,5478,1537,324,142,494,659,269,91,2786,1732,1118,11,438,242,47,140,99,28,178,458
1999-09-01,75.68,101,41,1,144,2107,44,267,1677,1137,700,281,401,2107,795,774,1485,7915,1295,428,174,388,651,270,105,3154,1784,1308,16,555,315,42,138,146,48,216,479
1999-08-01,74.41,82,33,10,61,1279,16,145,1589,1491,859,607,1955,1279,456,798,1266,5020,1431,435,278,439,620,142,179,2913,1596,1034,14,412,227,30,146,102,37,146,395
1999-07-01,73.1,28,33,9,170,1738,47,64,2311,513,944,518,319,1738,566,725,1447,6784,1471,923,263,421,613,125,189,3105,1745,1064,7,482,255,22,104,207,51,120,465
1999-06-01,73.61,29,48,21,125,1409,25,133,1815,509,673,665,313,1409,805,705,1006,6127,1473,708,315,500,767,225,161,3728,1869,1227,16,994,261,21,167,420,66,144,488
1999-05-01,68.82,5,22,95,91,1243,10,280,1461,502,1091,317,315,1243,574,694,1054,7336,1245,598,219,541,516,196,200,2998,1746,1042,13,549,226,7,94,192,52,157,417
1999-04-01,65.65,13,42,9,111,1620,15,386,1896,1050,692,332,458,1620,383,835,1145,7263,1360,481,347,639,460,168,84,3279,1712,1023,9,600,270,25,92,180,34,197,625
1999-03-01,64.01,24,67,15,22,1390,20,372,1885,522,2228,445,1786,1390,410,704,1312,7195,1626,523,222,651,976,199,122,3676,1915,1348,13,654,259,25,117,232,30,215,613
1999-02-01,62.5,13,39,11,303,1380,22,154,2489,4269,631,248,692,1380,360,739,1003,5473,1270,591,255,603,925,169,158,3055,1800,1192,14,598,300,31,135,158,30,148,506
1999-01-01,61.8,7,27,4,13,852,33,84,1712,953,909,324,960,852,475,772,1283,4823,1363,247,187,577,757,128,89,2201,1784,1222,11,451,235,8,102,137,21,163,359
1998-12-01,61.82,2,105,0,51,998,36,310,2074,596,1271,397,1657,2976,681,663,1396,6029,1180,356,189,592,497,196,100,2719,1758,1461,35,549,297,5,154,214,42,180,458
1998-11-01,59.63,9,61,1,9,1118,25,188,2249,844,807,389,719,720,610,662,1009,5682,1361,395,202,476,586,138,148,2541,1492,1353,11,397,216,5,120,157,64,131,459
1998-10-01,59.87,5,55,13,11,1360,38,78,2648,1297,855,424,2105,1162,447,820,1758,5308,1268,329,158,510,642,218,137,2982,1729,1390,13,520,279,31,107,132,43,102,531
1998-09-01,60.01,2,56,21,10,973,19,81,1958,375,957,408,1333,1024,669,825,2470,6526,1010,309,194,358,859,160,96,3123,1809,1534,19,410,326,71,119,195,83,86,511
1998-08-01,59.37,0,47,12,5,1029,24,35,2282,1039,917,516,842,705,539,801,911,6811,952,306,144,234,715,106,98,2795,1785,1576,18,438,247,47,141,184,56,112,549
1998-07-01,59.34,8,22,22,29,1502,70,253,2503,908,853,345,1282,663,856,759,1171,7743,1252,702,279,297,745,87,62,3303,1916,1297,45,351,352,103,163,107,61,170,687
1998-06-01,60.52,5,32,5,52,1326,59,95,1768,879,1122,504,2438,318,639,852,1125,6830,1653,788,284,400,880,137,309,3626,1792,1447,27,320,250,78,114,150,76,246,502
1998-05-01,62.6,12,39,2,16,942,16,26,1836,3737,732,408,779,726,393,695,1198,6030,1722,749,363,454,489,185,134,3717,1467,1267,11,541,150,38,105,176,64,175,509
1998-04-01,59.61,5,33,14,9,1247,12,68,1582,2070,700,342,1241,594,1066,906,1219,6313,1373,634,228,538,661,144,263,3744,1629,1150,13,611,177,51,135,100,248,216,450
1998-03-01,60.13,6,79,18,18,1283,46,26,1987,2800,807,399,623,1119,698,554,1332,6665,1571,471,454,499,684,144,113,3260,1479,1131,16,708,141,64,172,172,57,169,483
1998-02-01,60.52,4,25,8,17,1224,142,65,1725,689,948,432,1919,1213,585,517,1057,6251,1465,243,354,450,843,237,139,3063,1205,1206,9,440,273,26,102,97,52,210,391
1998-01-01,61.16,2,39,13,16,1229,30,109,1871,1273,1178,543,2873,1169,847,598,1059,4959,1420,266,261,456,683,138,105,3073,1386,1326,12,410,335,25,107,160,95,215,328
